Código Candidato,Data de nascimento,Série,Unidade,Data de Inscrição,Data da matrícula,Tipo,Bolsa (%),Real Anuidade,Diferença
CL21383,28/08/2018,1º ano,Santa Amélia,2024-09-23,2024-12-19,Matrícula nova,"45,00%",14.215,87
CL21389,10/08/2018,1º ano,Alípio de Melo,2024-08-14,2024-09-03,Matrícula nova,"50,00%",13.031,20
CL21407,14/09/2020,Infantil 4,Gutierrez,2024-08-13,2024-08-28,Matrícula nova,"50,00%",12.486,15
CL21408,12/09/2008,2ª série,Alípio de Melo,2024-09-09,2024-10-22,Matrícula nova,"50,00%",16.044,43
CL21428,26/10/2008,2ª série,Jaraguá,2024-11-04,2024-12-03,Matrícula nova,"55,00%",14.688,29
CL21430,24/04/2021,Infantil 3,Lagoa Santa,2024-08-20,2024-10-21,Matrícula nova,"40,00%",14.059,62
CL2146,01/07/2011,8º ano,Gutierrez,2024-08-20,2024-11-12,Matrícula nova,"45,00%",18.501,84
CL21495,12/01/2017,3º ano,Nova Suíça,2025-01-20,2025-01-22,Matrícula nova,"50,20%",13.864,2
CL21507,20/10/2018,1º ano,Jaraguá,2025-01-07,2025-01-07,Matrícula nova,"51,30%",12.343,0
CL21520,12/7/2008,2ª série,Ouro Preto,2024-12-17,2024-12-26,Matrícula nova,"45,00%",21.418,9
CL21521,21/6/2016,3º ano bilíngue,Mais Pampulha,2024-09-19,2024-11-05,Matrícula nova,"60,00%",22.259,47
CL21545,08/02/2010,2ª série,Conceição do Mato Dentro,2025-01-28,2025-01-31,Matrícula nova,"12,00%",18.638,3
CL21564,05/06/2018,1º ano,Ouro Preto,2024-11-06,2024-11-06,Matrícula nova,"60,00%",11.905,0
CL21574,07/08/2008,2ª série,Ouro Preto,2024-09-19,2024-09-25,Matrícula nova,"48,00%",20.416,6
CL21578,03/08/2018,1º ano bilíngue,Mais Pampulha,2024-10-19,2024-10-23,Matrícula nova,"58,00%",23.94,4
CL21580,29/07/2011,8º ano,Ouro Preto,2024-11-11,2024-11-11,Matrícula nova,"25,00%",25.356,0
CL2159,9/8/2013,6º ano,Mais Buritis,2024-09-06,2024-10-24,Matrícula nova,"55,00%",16.502,48
CL21593,07/01/2023,Infantil 2 bilíngue,Mais Pampulha,2024-09-05,2024-10-08,Matrícula nova,"66,00%",17.527,33
CL21606,07/07/2008,2ª série,Ouro Preto,2024-10-29,2024-11-12,Matrícula nova,"35,00%",24.304,14
CL21609,23/11/2013,6º ano,Ouro Preto,2024-10-22,2024-11-21,Matrícula nova,"55,00%",15.762,30
CL21624,20/2/2022,Infantil 3,Castelo Manacás,2024-08-14,2024-08-21,Matrícula nova,"50,00%",11.353,7
CL21626,19/3/2014,6º ano,Alípio de Melo,2024-09-13,2024-10-25,Matrícula nova,"55,00%",13.301,42
CL21705,03/11/2015,4º ano,Castelo,2024-12-03,2025-01-22,Matrícula nova,"57,00%",10.685,50
CL21709,02/06/2021,Infantil 3,Lagoa Santa,2024-09-05,2024-10-24,Matrícula nova,"51,70%",11.124,49
CL21725,13/09/2014,5º ano bilíngue,Mais Pampulha,2025-01-08,2025-01-17,Matrícula nova,"69,00%",17.762,9
CL21733,22/01/2020,Infantil 5,Lagoa Santa,2024-11-07,2024-11-08,Matrícula nova,"100,00%",1.85,1
CL21743,19/04/2020,Infantil 4,Ouro Preto,2024-11-09,2024-11-09,Matrícula nova,"50,00%",12.12,0
CL21770,20/06/2012,8º ano,Carlos Prates,2024-10-01,2024-10-24,Matrícula nova,"48,00%",15.82,23
CL21777,09/08/2020,Infantil 4,Castelo Manacás,2024-08-23,2024-09-10,Matrícula nova,"53,60%",10.628,18
CL21853,08/07/2011,8º ano,Alípio de Melo,2024-09-04,2024-11-04,Matrícula nova,"100,00%",2.354,61
CL21873,22/09/2013,6º ano bilíngue,Carajás,2025-01-17,2025-01-17,Matrícula nova,"100,00%",0.0,0
CL21888,23/3/2008,3ª série,Santa Amélia,2024-10-10,2024-10-11,Matrícula nova,"43,00%",19.446,1
CL21894,04/01/2009,2ª série,Santa Amélia,2024-08-29,2024-10-02,Matrícula nova,"46,00%",19.033,34
CL21901,29/03/2016,4º ano,Castelo Manacás,2024-11-27,2024-11-28,Matrícula nova,"42,00%",14.194,1
CL21908,14/3/2008,2ª série,Carlos Prates,2024-12-13,2024-12-14,Matrícula nova,"60,00%",12.939,1
CL21910,12/12/2016,3º ano bilíngue,Mais Cidade Nova,2024-09-15,2024-10-04,Matrícula nova,"68,80%",17.78,19
CL21924,10/03/2016,4º ano bilíngue,Mais Buritis,2024-10-21,2024-11-22,Matrícula nova,"70,00%",16.802,32
CL21927,01/12/2018,1º ano bilíngue,Mais Belvedere,2024-08-26,2024-10-04,Matrícula nova,"48,00%",29.164,39
CL21957,14/2/2017,3º ano bilíngue,Carajás,2024-12-23,2024-12-26,Matrícula nova,"100,00%",32.408,3
CL21966,19/05/2010,9º ano,Mais Belvedere,2024-10-28,2024-11-11,Matrícula nova,"42,00%",24.16,14
CL21975,06/07/2020,Infantil 4 bilíngue,Carajás,2025-01-06,2025-01-06,Matrícula nova,"100,00%",16.976,0
CL21986,03/10/2009,1ª série,Alípio de Melo,2024-12-09,2024-12-10,Matrícula nova,"60,00%",12.939,1
CL21993,10/06/2010,1ª série,Lagoa Santa,2024-08-14,2025-01-21,Matrícula nova,"100,00%",0.0,160
CL22004,17/07/2017,2º ano,Jaraguá,2024-08-19,2024-08-30,Matrícula nova,"45,00%",13.933,11
CL22007,08/02/2021,Infantil 4 bilíngue,Carajás,2024-12-20,2024-12-20,Matrícula nova,"100,00%",16.976,0
CL22011,8/8/2016,3º ano,Conceição do Mato Dentro,2024-12-14,2024-12-14,Matrícula nova,"18,00%",13.683,0
CL22029,20/01/2015,5º ano,Santa Amélia,2024-09-14,2024-10-28,Matrícula nova,"53,00%",12.573,44
CL22041,12/6/2013,7º ano,Ouro Preto,2024-10-25,2024-11-22,Matrícula nova,"50,00%",17.818,28
CL22045,10/10/2018,1º ano,Nova Suíça,2025-01-16,2025-01-16,Matrícula nova,"55,00%",12.764,0
CL22052,20/11/2009,1ª série,Ouro Preto,2024-08-14,2024-08-24,Matrícula nova,"25,00%",28.102,10
CL22092,26/05/2014,5º ano bilíngue,Mais Buritis,2025-01-16,2025-02-01,Matrícula nova,"73,50%",14.248,16
CL22115,11/9/2011,8º ano,Santa Amélia,2024-09-04,2024-11-13,Matrícula nova,"55,00%",13.726,70
CL22117,7/11/2014,5º ano,Alípio de Melo,2024-11-26,2024-11-29,Matrícula nova,"50,00%",12.63,3
CL22147,18/03/2019,1º ano,Santa Amélia,2024-08-15,2024-09-12,Matrícula nova,"55,00%",12.53,28
CL22157,19/03/2019,1º ano,Santa Amélia,2024-08-14,2024-10-10,Matrícula nova,"50,00%",12.741,57
CL22163,04/11/2019,Infantil 5 bilíngue,Mais Cidade Nova,2025-01-20,2025-01-23,Matrícula nova,"75,00%",11.264,3
CL22172,6/6/2019,Infantil 5,Alípio de Melo,2024-11-13,2024-11-23,Matrícula nova,"67,00%",7.892,10
CL22189,10/09/2018,1º ano,Carlos Prates,2024-08-29,2024-09-27,Matrícula nova,"60,00%",9.924,29
CL22198,14/07/2018,1º ano,Alípio de Melo,2024-09-04,2024-09-04,Matrícula nova,"50,00%",12.429,0
CL22217,14/12/2014,4º ano,Alípio de Melo,2024-11-05,2024-11-06,Matrícula nova,"55,00%",11.327,1
CL22232,07/02/2019,1º ano,Castelo Manacás,2024-08-14,2024-10-10,Matrícula nova,"60,00%",10.826,57
CL22245,19/12/2017,2º ano,Castelo,2024-08-28,2025-01-14,Matrícula nova,"54,00%",11.547,139
CL22269,10/02/2022,Infantil 3,Alípio de Melo,2024-08-21,2024-10-08,Matrícula nova,"61,50%",8.995,48
CL22270,27/1/2014,6º ano,Mais Buritis,2024-10-08,2024-10-19,Matrícula nova,"51,00%",18.107,11
CL22274,07/09/2018,1º ano,Ouro Preto,2024-12-05,2024-12-09,Matrícula nova,"100,00%",0.0,4
CL22275,28/07/2010,9º ano,Ouro Preto,2025-01-11,2025-01-11,Matrícula nova,"51,80%",17.27,0
CL22292,15/04/2010,1ª série,Lagoa Santa,2025-01-07,2025-01-13,Matrícula nova,"41,10%",19.553,6
CL22297,29/02/2012,8º ano,Nova Suíça,2024-10-21,2024-11-09,Matrícula nova,"55,40%",14.601,19
CL22345,02/01/1900,4º ano,Castelo,2025-01-08,2025-01-11,Matrícula nova,"60,00%",10.224,3
CL22346,14/04/2018,1º ano,Gutierrez,2024-10-07,2024-11-09,Matrícula nova,"55,00%",12.419,33
CL22387,24/04/2018,1º ano,Castelo Manacás,2024-09-02,2024-09-20,Matrícula nova,"35,00%",16.339,18
CL22389,31/10/2022,Infantil 3,Jaraguá,2025-01-28,2025-01-29,Matrícula nova,"60,00%",8.931,1
CL22402,20/08/2020,Infantil 4,Santa Amélia,2024-10-21,2024-12-06,Matrícula nova,"60,50%",9.286,46
CL22404,25/09/2022,Infantil 2,Nova Suíça,2024-09-26,2024-10-04,Matrícula nova,"42,90%",14.319,8
CL22408,11/11/2016,3º ano,Nova Suíça,2025-01-09,2025-01-11,Matrícula nova,"70,00%",9.315,2
CL2247,21/06/2022,Infantil 2,Ouro Preto,2024-09-05,2024-09-09,Matrícula nova,"50,00%",13.129,4
CL2249,13/10/2012,7º ano,Ouro Preto,2025-01-21,2025-01-23,Matrícula nova,"55,00%",14.803,2
CL2250,25/10/2007,2ª série,Jardim Canadá,2025-01-13,2025-01-14,Matrícula nova,"45,00%",20.934,1
CL22517,2/4/2020,Infantil 4,Conceição do Mato Dentro,2024-12-02,2024-12-02,Matrícula nova,"100,00%",10.623,0
CL22555,28/05/2020,Infantil 4,Carlos Prates,2024-08-21,2025-02-01,Matrícula nova,"70,00%",5.965,164
CL22570,6/12/2011,8º ano,Conceição do Mato Dentro,2024-11-27,2024-11-29,Matrícula nova,"30,00%",19.155,2
CL22573,26/12/2021,Infantil 3,Gutierrez,2025-01-13,2025-01-13,Matrícula nova,"65,00%",9.364,0
CL2260,06/04/2018,1º ano,Santa Amélia,2024-10-31,2024-11-14,Matrícula nova,"53,00%",12.573,14
CL22605,16/01/2019,1º ano,Castelo Manacás,2024-08-15,2024-08-19,Matrícula nova,"44,60%",14.222,4
CL22611,24/11/2021,Infantil 3 bilíngue,Carajás,2024-12-30,2024-12-30,Matrícula nova,"100,00%",15.966,0
CL22617,25/7/2024,Infantil 0,Carajás,2024-12-20,2024-12-20,Matrícula nova,"100,00%",10.203,0
CL22621,19/07/2013,6º ano,Lagoa Santa,2024-09-23,2024-11-12,Matrícula nova,"43,00%",16.502,50
CL22623,03/02/2017,3º ano bilíngue,Mais Belvedere,2025-01-15,2025-01-23,Matrícula nova,"60,00%",22.714,8
CL22639,2/4/2021,Infantil 3,Ouro Preto,2024-10-21,2024-11-26,Matrícula nova,"55,00%",11.615,36
CL2266,20/05/2014,6º ano,Conceição do Mato Dentro,2025-01-30,2025-01-31,Matrícula nova,"21,60%",15.362,1
CL22689,24/06/2012,6º ano,Jaraguá,2025-01-15,2025-01-24,Matrícula nova,"55,00%",13.599,9
CL22703,12/9/2014,6º ano,Lagoa Santa,2024-11-28,2024-12-30,Matrícula nova,"46,00%",15.839,32
CL22753,19/09/2009,9º ano,Mais Belvedere,2024-08-26,2024-10-04,Matrícula nova,"35,00%",28.21,39
CL22785,23/06/2012,8º ano,Santa Amélia,2024-08-13,2024-11-28,Matrícula nova,"50,00%",15.58,107
CL22802,28/12/2009,1ª série,Mais Cidade Nova,2024-08-16,2024-09-18,Matrícula nova,"66,00%",16.201,33
CL22806,16/06/2011,8º ano,Santa Amélia,2024-09-30,2024-10-17,Matrícula nova,"48,00%",15.642,17
CL2281,28/06/2008,2ª série,Lagoa Santa,2025-01-31,2025-01-31,Matrícula nova,"55,80%",14.541,0
CL22810,18/06/2008,1ª série,Mais Buritis,2025-01-07,2025-01-15,Matrícula nova,"57,50%",16.05,8
CL22812,20/06/2013,7º ano,Lagoa Santa,2024-08-14,2024-09-12,Matrícula nova,"55,00%",13.377,29
CL22836,21/5/2002,8º ano,Lagoa Santa,2024-11-29,2024-12-26,Matrícula nova,"59,70%",12.389,27
CL22839,28/12/2008,2ª série,Carlos Prates,2024-08-25,2024-10-24,Matrícula nova,"46,00%",17.959,60
CL22842,4/3/2013,7º ano,Alípio de Melo,2024-11-04,2024-12-27,Matrícula nova,"57,00%",13.019,53
CL22855,26/06/2015,4º ano,Castelo,2024-10-29,2024-12-03,Matrícula nova,"64,00%",9.342,35
CL22858,8/7/2024,Infantil 0,Carajás,2024-12-20,2024-12-20,Matrícula nova,"100,00%",10.203,0
CL2286,05/03/2012,7º ano,Mais Cidade Nova,2024-10-07,2024-12-12,Matrícula nova,"69,00%",13.817,66
CL22880,08/10/2013,6º ano,Santa Amélia,2024-08-19,2024-09-04,Matrícula nova,"50,00%",16.075,16
CL22957,03/06/2008,2ª série,Carajás,2025-02-03,2025-02-03,Matrícula nova,"100,00%",0.0,0
CL23001,8/5/2022,Infantil 2,Conceição do Mato Dentro,2024-11-14,2024-12-26,Matrícula nova,"25,00%",11.508,42
CL2301,04/12/2018,1º ano,Lagoa Santa,2024-10-19,2024-12-13,Matrícula nova,"60,00%",10.431,55
CL23015,12/11/2014,5º ano,Lagoa Santa,2024-09-20,2024-09-21,Matrícula nova,"43,40%",14.635,1
CL23019,17/02/2021,Infantil 4,Conceição do Mato Dentro,2024-12-04,2024-12-05,Matrícula nova,"100,00%",10.623,1
CL23036,03/10/2009,1ª série,Alípio de Melo,2024-10-22,2024-11-12,Matrícula nova,"60,00%",12.68,21
CL2304,13/03/2009,2ª série,Alípio de Melo,2024-10-23,2025-01-29,Matrícula nova,"62,00%",12.628,98
CL2305,10/03/2023,Infantil 2 bilíngue,Mais Cidade Nova,2024-08-21,2024-09-05,Matrícula nova,"60,00%",20.89,15
CL23057,27/04/2018,1º ano,Carlos Prates,2024-11-01,2024-11-09,Matrícula nova,"60,00%",10.826,8
CL2306,16/12/2015,4º ano,Nova Suíça,2024-09-04,2024-10-18,Matrícula nova,"58,70%",11.598,44
CL2307,07/07/2018,1º ano,Castelo,2024-09-24,2025-01-21,Matrícula nova,"57,30%",9.416,119
CL23075,5/1/2014,6º ano,Jardim Canadá,2024-12-10,2024-12-27,Matrícula nova,"55,00%",15.26,17
CL23076,31/08/2022,Infantil 2 bilíngue,Mais Belvedere,2025-01-15,2025-01-15,Matrícula nova,"80,00%",9.011,0
CL23111,17/06/2019,Infantil 5,Carlos Prates,2025-01-06,2025-01-08,Matrícula nova,"65,00%",8.84,2
CL23112,04/10/2013,6º ano bilíngue,Santa Amélia,2024-09-03,2024-10-23,Matrícula nova,"44,00%",17.707,50
CL2312,3/11/2022,Infantil 2,Castelo Manacás,2024-10-28,2024-11-01,Matrícula nova,"54,70%",10.406,4
CL23120,15/06/2016,3º ano bilíngue,Mais Pampulha,2025-01-09,2025-01-11,Matrícula nova,"66,90%",18.811,2
CL23127,04/11/2015,4º ano,Alípio de Melo,2024-09-02,2024-09-27,Matrícula nova,"60,00%",10.525,25
CL23142,01/11/2021,Infantil 3,Conceição do Mato Dentro,2024-09-09,2025-02-03,Matrícula nova,"27,60%",11.368,147
CL23195,26/2/2014,6º ano,Santa Amélia,2024-09-17,2024-10-30,Matrícula nova,"57,00%",14.171,43
CL23230,30/04/2009,1ª série,Mais Cidade Nova,2024-08-22,2024-09-20,Matrícula nova,"63,00%",19.373,29
CL23237,10/08/2010,9º ano,Nova Suíça,2024-11-08,2025-01-31,Matrícula nova,"53,00%",14.263,84
CL23247,04/04/2014,5º ano,Alípio de Melo,2024-10-22,2024-11-12,Matrícula nova,"60,00%",9.823,21
CL23256,12/09/2013,6º ano,Lagoa Santa,2025-01-06,2025-01-13,Matrícula nova,"41,80%",17.525,7
CL23269,10/11/2010,9º ano,Ouro Preto,2024-10-02,2025-01-20,Matrícula nova,"41,00%",20.532,110
CL23274,03/01/2022,Infantil 3 bilíngue,Carajás,2025-01-30,2025-01-30,Matrícula nova,"100,00%",0.0,0
CL23277,01/01/2010,1ª série,Ouro Preto,2024-09-03,2024-09-12,Matrícula nova,"45,00%",21.418,9
CL23284,23/5/2009,2ª série,Mais Buritis,2024-11-08,2024-11-22,Matrícula nova,"54,00%",17.554,14
CL23305,09/08/2010,9º ano,Jardim Canadá,2024-08-20,2024-09-02,Matrícula nova,"52,00%",16.421,13
CL23309,15/1/2019,1º ano,Conceição do Mato Dentro,2024-11-27,2024-11-28,Matrícula nova,"50,00%",16.387,1
CL2334,06/05/2010,1ª série,Santa Amélia,2024-09-19,2024-11-13,Matrícula nova,"65,00%",12.204,55
CL23343,14/11/2020,Infantil 4 bilíngue,Mais Pampulha,2024-11-05,2025-01-22,Matrícula nova,"65,00%",17.982,78
CL23359,03/05/2022,Infantil 2 bilíngue,Mais Belvedere,2024-09-04,2024-09-13,Matrícula nova,"70,00%",15.565,9
CL23364,18/07/2013,6º ano,Lagoa Santa,2024-09-09,2024-10-11,Matrícula nova,"47,70%",14.923,32
CL23374,8/6/2015,4º ano,Conceição do Mato Dentro,2024-11-22,2024-11-23,Matrícula nova,"16,00%",13.983,1
CL23375,26/12/2017,2º ano bilíngue,Carajás,2025-01-27,2025-01-27,Matrícula nova,"100,00%",29.707,0
CL23378,12/5/2011,9º ano,Carlos Prates,2024-12-20,2025-01-03,Matrícula nova,"100,00%",0.0,14
CL2338,27/06/2020,Infantil 4 bilíngue,Carajás,2024-12-30,2024-12-30,Matrícula nova,"100,00%",16.976,0
CL2339,12/11/2008,1ª série,Ouro Preto,2024-11-21,2024-12-14,Matrícula nova,"27,00%",27.433,23
CL23410,04/08/2021,Infantil 3,Alípio de Melo,2024-10-26,2024-10-29,Matrícula nova,"56,90%",9.917,3
CL23435,04/04/2014,6º ano,Jaraguá,2024-08-13,2024-11-18,Matrícula nova,"63,00%",11.281,97
CL23448,20/2/2013,7º ano,Lagoa Santa,2024-10-21,2024-11-28,Matrícula nova,"58,80%",12.383,38
CL23454,21/12/2011,8º ano,Carlos Prates,2024-08-13,2024-09-06,Matrícula nova,"56,00%",13.278,24
CL23460,07/01/2016,4º ano bilíngue,Mais Cidade Nova,2024-10-11,2024-11-09,Matrícula nova,"77,50%",13.001,29
CL23472,04/12/2010,9º ano,Jaraguá,2024-09-13,2024-10-07,Matrícula nova,"50,00%",15.373,24
CL2349,14/11/2011,8º ano,Nova Suíça,2024-08-20,2024-10-04,Matrícula nova,"37,10%",20.308,45
CL23494,16/01/2012,8º ano,Mais Buritis,2024-11-01,2024-11-09,Matrícula nova,"70,00%",11.001,8
CL23499,27/11/2012,7º ano,Mais Buritis,2025-01-27,2025-01-28,Matrícula nova,"56,80%",15.634,1
CL23512,09/08/2018,1º ano,Lagoa Santa,2025-01-08,2025-01-11,Matrícula nova,"56,00%",11.524,3
CL23538,30/04/2014,5º ano,Nova Suíça,2024-10-28,2024-11-23,Matrícula nova,"45,10%",15.729,26
CL23546,29/10/2017,2º ano,Carlos Prates,2025-01-27,2025-01-30,Matrícula nova,"60,00%",9.823,3
CL2355,26/08/2021,Infantil 3,Santa Amélia,2024-09-05,2024-10-03,Matrícula nova,"50,90%",11.12,28
CL23553,16/11/2017,2º ano,Conceição do Mato Dentro,2024-12-13,2024-12-13,Matrícula nova,"100,00%",11.471,0
CL23556,11/09/2017,2º ano bilíngue,Carajás,2024-12-20,2024-12-20,Matrícula nova,"100,00%",32.408,0
CL2356,10/07/2008,1ª série,Carlos Prates,2025-01-10,2025-01-13,Matrícula nova,"70,00%",10.222,3
CL23568,04/09/2015,4º ano,Nova Suíça,2024-10-29,2025-01-24,Matrícula nova,"70,00%",9.89,87
CL23601,20/06/2018,1º ano,Carlos Prates,2024-11-18,2024-11-23,Matrícula nova,"60,00%",10.224,5
CL23607,29/7/2010,9º ano,Lagoa Santa,2024-12-12,2024-12-14,Matrícula nova,"44,00%",16.241,2
CL23637,16/7/2014,5º ano bilíngue,Carajás,2024-12-30,2024-12-30,Matrícula nova,"100,00%",32.408,0
CL23647,19/3/2018,2º ano,Lagoa Santa,2024-12-26,2024-12-27,Matrícula nova,"47,00%",13.327,1
CL23657,18/12/2012,7º ano,Mais Buritis,2024-11-05,2024-11-09,Matrícula nova,"58,10%",15.191,4
CL23679,28/02/2019,1º ano,Castelo,2025-01-09,2025-01-14,Matrícula nova,"65,00%",8.558,5
CL2368,18/05/2012,7º ano,Carajás,2025-01-17,2025-01-17,Matrícula nova,"100,00%",0.0,0
CL23703,26/09/2019,Infantil 5,Nova Suíça,2024-10-13,2024-11-07,Matrícula nova,"55,90%",11.135,25
CL23712,28/7/2014,6º ano,Nova Suíça,2024-10-30,2024-11-05,Matrícula nova,"60,00%",13.234,6
CL23746,31/03/2021,Infantil 4,Conceição do Mato Dentro,2025-01-28,2025-01-31,Matrícula nova,"75,00%",3.794,3
CL23751,25/04/2020,Infantil 4 bilíngue,Carajás,2025-01-27,2025-01-27,Matrícula nova,"100,00%",15.561,0
CL23756,20/07/2011,8º ano,Santa Amélia,2024-08-19,2024-08-28,Matrícula nova,"48,10%",16.592,9
CL2386,9/3/2010,1ª série,Santa Amélia,2024-11-01,2024-11-12,Matrícula nova,"65,00%",12.204,11
CL2390,14/03/2020,Infantil 5,Castelo,2024-10-30,2024-11-14,Matrícula nova,"65,00%",8.057,15
CL23912,5/3/2019,1º ano,Lagoa Santa,2024-08-14,2024-11-28,Matrícula nova,"57,90%",10.797,106
CL2395,01/02/2016,4º ano,Carlos Prates,2024-09-05,2024-09-21,Matrícula nova,"55,00%",11.327,16
CL23954,19/01/2018,2º ano,Ouro Preto,2025-01-21,2025-01-23,Matrícula nova,"57,00%",12.045,2
CL23963,04/04/2011,6º ano,Carlos Prates,2025-01-21,2025-01-22,Matrícula nova,"53,00%",12.171,1
CL23965,12/01/2017,3º ano bilíngue,Mais Cidade Nova,2025-01-09,2025-01-11,Matrícula nova,"74,00%",14.945,2
CL2398,26/09/2019,7º ano,Gutierrez,2024-10-11,2024-10-24,Matrícula nova,"45,00%",18.095,13
CL24006,22/10/2015,4º ano,Alípio de Melo,2024-08-13,2024-08-24,Matrícula nova,"50,00%",12.229,11
CL24020,22/7/2008,3ª série,Ouro Preto,2024-09-23,2024-10-19,Matrícula nova,"20,00%",33.692,26
CL24044,10/11/2015,4º ano,Lagoa Santa,2024-10-21,2025-01-15,Matrícula nova,"45,00%",14.279,86
CL24066,20/3/2021,Infantil 4,Conceição do Mato Dentro,2024-12-02,2024-12-02,Matrícula nova,"100,00%",10.623,0
CL24094,23/03/2021,Infantil 2,Carlos Prates,2025-01-08,2025-01-16,Matrícula nova,"66,70%",6.676,8
CL24100,30/11/2019,Infantil 5,Castelo,2024-11-28,2024-12-04,Matrícula nova,"65,00%",8.185,6
CL24105,7/8/2018,4º ano,Conceição do Mato Dentro,2024-08-30,2024-12-19,Matrícula nova,"50,00%",16.387,111
CL24117,4/1/2017,3º ano,Conceição do Mato Dentro,2024-11-25,2024-11-25,Matrícula nova,"100,00%",11.471,0
CL24155,04/10/2019,Infantil 5,Santa Amélia,2025-01-30,2025-02-03,Matrícula nova,"63,00%",7.357,4
CL24159,04/11/2017,2º ano,Nova Suíça,2025-01-17,2025-01-23,Matrícula nova,"100,00%",460.0,6
CL24165,9/4/2016,3º ano bilíngue,Mais Cidade Nova,2024-10-16,2024-11-14,Matrícula nova,"70,00%",17.183,29
CL24167,28/10/2015,4º ano,Carlos Prates,2024-08-21,2025-02-01,Matrícula nova,"70,00%",6.561,164
CL24199,12/6/2020,Infantil 4,Gutierrez,2024-11-05,2024-12-10,Matrícula nova,"55,00%",11.341,35
CL24208,19/8/2014,6º ano,Ouro Preto,2024-08-26,2024-10-21,Matrícula nova,"50,00%",16.996,56
CL2423,17/06/2020,Infantil 5,Nova Suíça,2025-01-23,2025-01-24,Matrícula nova,"60,00%",9.456,1
CL24236,18/03/2011,7º ano,Carlos Prates,2025-01-21,2025-01-22,Matrícula nova,"65,00%",10.241,1
CL24238,15/07/2015,4º ano bilíngue,Mais Pampulha,2024-08-21,2024-11-23,Matrícula nova,"75,00%",15.672,94
CL24249,10/10/2010,9º ano,Mais Belvedere,2024-11-22,2024-11-25,Matrícula nova,"42,00%",25.545,3
CL2425,06/08/2012,7º ano,Nova Suíça,2024-11-05,2024-11-09,Matrícula nova,"55,00%",14.719,4
CL24255,19/2/2014,6º ano bilíngue,Mais Buritis,2024-10-08,2024-10-21,Matrícula nova,"55,80%",27.409,13
CL24256,15/12/2009,1ª série,Jaraguá,2024-12-13,2024-12-20,Matrícula nova,"36,00%",20.381,7
CL24261,11/6/2009,2ª série,Santa Amélia,2024-10-02,2024-10-19,Matrícula nova,"52,00%",16.401,17
CL24284,17/10/2011,8º ano,Alípio de Melo,2024-09-02,2024-12-16,Matrícula nova,"40,90%",16.376,105
CL24294,9/12/2016,3º ano,Gutierrez,2024-09-13,2024-10-04,Matrícula nova,"45,00%",15.754,21
CL24303,24/10/2012,7º ano,Lagoa Santa,2024-09-30,2024-11-26,Matrícula nova,"50,00%",15.389,57
CL24305,24/08/2013,6º ano,Conceição do Mato Dentro,2025-01-30,2025-01-30,Matrícula nova,"75,00%",19.155,0
CL24310,20/10/2010,9º ano,Ouro Preto,2024-10-14,2024-10-19,Matrícula nova,"30,00%",23.849,5
CL24333,26/06/2018,1º ano,Lagoa Santa,2024-08-14,2024-09-05,Matrícula nova,"60,00%",10.937,22
CL2436,14/2/2012,8º ano,Carlos Prates,2024-08-14,2024-08-24,Matrícula nova,"51,00%",12.736,10
CL24385,10/07/2018,1º ano,Nova Suíça,2024-08-14,2024-10-09,Matrícula nova,"100,00%",0.0,56
CL24402,26/4/2014,6º ano,Ouro Preto,2024-09-06,2024-10-19,Matrícula nova,"49,00%",17.297,43
CL2445,01/12/2009,1ª série,Mais Cidade Nova,2025-01-31,2025-02-01,Matrícula nova,"78,00%",9.171,1
CL2450,11/10/2013,6º ano,Conceição do Mato Dentro,2025-01-21,2025-01-21,Matrícula nova,"100,00%",13.409,0
CL24502,16/08/2012,7º ano,Carajás,2025-01-09,2025-01-09,Matrícula nova,"100,00%",23.427,0
CL24504,31/7/2020,Infantil 4,Lagoa Santa,2024-11-13,2024-11-22,Matrícula nova,"48,80%",11.899,9
CL24522,18/01/2014,6º ano,Mais Buritis,2024-10-11,2024-10-14,Matrícula nova,"56,50%",16.011,3
CL24526,08/02/2020,Infantil 5,Castelo,2025-01-07,2025-01-23,Matrícula nova,"70,00%",6.043,16
CL24534,22/02/2023,Infantil 2,Nova Suíça,2025-01-10,2025-01-22,Matrícula nova,"63,00%",8.469,12
CL24538,01/10/2007,3ª série,Mais Buritis,2024-11-28,2024-12-17,Matrícula nova,"49,30%",22.709,19
CL2454,21/10/2013,6º ano,Santa Amélia,2024-10-27,2024-11-09,Matrícula nova,"55,00%",13.355,13
CL24540,24/04/2014,6º ano,Ouro Preto,2024-10-03,2024-10-07,Matrícula nova,"37,00%",21.738,4
CL24558,12/08/2009,1ª série,Jardim Canadá,2024-10-16,2024-11-23,Matrícula nova,"51,70%",18.555,38
CL24575,24/12/2018,1º ano,Castelo,2024-10-07,2024-12-12,Matrícula nova,"65,00%",9.723,66
CL24598,28/04/2019,Infantil 5,Carlos Prates,2024-08-13,2024-12-12,Matrícula nova,"65,00%",8.384,121
CL24634,23/3/2019,1º ano bilíngue,Mais Pampulha,2024-08-29,2024-11-16,Matrícula nova,"70,00%",17.262,79
CL24642,07/09/2019,Infantil 5,Lagoa Santa,2024-09-13,2024-10-09,Matrícula nova,"50,30%",11.409,26
CL24656,24/3/2012,8º ano,Santa Amélia,2024-10-08,2024-10-16,Matrícula nova,"49,10%",16.32,8
